case_id,acitivty,date,body_parts,is_fatal,occupation,topics
202556650, Employee Suffers Burns From Arc Flash Explosion ,2013-04-13 00:00:00,"face, head",False,,
202531497, Electrical Repair Worker Is Shocked And Burned By Arc Flash ,2012-07-17 00:00:00,arm,False,,
202554572, Owner Falls From Ladder Due To Electrical Explosion ,2012-06-21 00:00:00,head,False,,
202522926, Employee Suffers An Electrical Burn ,2012-05-03 00:00:00,,True,,
200999092, Employee Is Found Dead  Possibly From Electrocution ,2011-09-20 00:00:00,,True,,
201773447, Employee Is Burned By Electrical Shock  Later Dies ,2009-08-10 00:00:00,,True,,
200411122, Employee Is Burned When Oil Breaker Fails ,2007-02-12 00:00:00,leg,False,,
201352622, Employee Is Killed When Exposed To Electric Shock ,2004-11-19 00:00:00,arm,True,,
14247928, Crushed By Falling Breaker Plate Assembly ,1984-07-04 00:00:00,,False,,
170784748, Employee Catches Finger In Wire Cage  Later Amputated ,2013-07-07 00:00:00,finger,False,,
202674909, Employee Suffers Burns To Arm And Leg When Fuel Ignites ,2013-04-09 00:00:00,"arm, leg",False,,
202570065, Employee Falls From Ladder And Is Killed ,2012-08-25 00:00:00,head,True,,
202543922, Employee Is Injured In Fall From Scalfold ,2012-07-03 00:00:00,,False,,
201408564, Employee Dies From Apparent Heart Attack ,2012-06-14 00:00:00,head,True,,
202655858, Employee Falls And Suffers Abrasions  Lacerations ,2012-04-30 00:00:00,"forehead, leg, knee, head",False,,
200360030, Employee Fell Sick While Shoveling Mortar  Later Died ,2912-04-23 00:00:00,,True,,
200452977, Employee Is Killed When Pinned Between Feeder/Charge Door ,2012-03-24 00:00:00,,True,,
200375780, Employee Is Injured In Fall From Scaffold  Later Dies ,2011-11-22 00:00:00,"mouth, knee",True,,
202471173, Bricklayer Sustains Fracture In Fall From Scaffold ,2011-11-03 00:00:00,,False,,
201925542, Employee Dies From Heat Related Cardiac Arrest ,2011-07-08 00:00:00,,True,,
202601977, Firefighter Dies After Being Struck By Collapsing Wall ,2011-06-17 00:00:00,head,True,,
202551222, Employee Injures Face And Jaw In Fall From Ladder ,2010-02-18 00:00:00,"jaw, face",False,,
200775971, Employee Is Injured When Struck By Falling Debris ,2010-01-26 00:00:00,,False,,
201509486, Falling Granite Slabs Fracture Worker'S Leg ,2009-10-12 00:00:00,"leg, knee",False,,
200831485, Employee Falls From Scaffold ,2009-07-07 00:00:00,,False,,
201363330, Bricklayer Fell 19 Feet Down Unguarded Elevator Shaft ,2008-12-19 00:00:00,,False,,
202448973, Employee Fractures Vertebrae In Fall From Brick Wall ,2008-08-07 00:00:00,,False,,
200624682, Three Employees Are Injured When Bar Joist Collapses ,2006-03-13 00:00:00,leg,False,,
908152, Employee Killed When Caught By Door Of Strapping Machine ,,,True,,
170107163, Employee Killed Between Brick Setting Machine Parts ,1991-09-10 00:00:00,head,True,,
817189, Employee Struck And Killed By Rotating Hydraulic Arm ,1991-05-02 00:00:00,"arm, head",True,,
14252381, Employee Killed When Head Caught In Brick Setting Machine ,1990-03-22 00:00:00,"finger, head",True,,
14542112, Employee Caught Between Set Machine And Kiln Car ,,head,False,,
200536068, Worker Crushed Between Railing And Bridge Girder ,2013-09-30 00:00:00,,False,,
202691747, Employee Is Pinned Between Skidder And Bridge And Is Killed ,2013-07-30 00:00:00,,True,,
201205135, Employee Fractures Foot When Struck By Bin ,2013-07-20 00:00:00,ankle,False,,
201510955, Three Bridge Workers Are Sickened By Carbon Monoxide ,2013-06-19 00:00:00,,False,,
202570362, Painter Is Electrocuted On Bridge Framework ,2262-10-08 00:00:00,,False,,
201510880, Employee Breaks Hip When Run Over By Track Skidsteer ,2013-01-25 00:00:00,"leg, hip",False,,
202260840, Crane Overturns Killing One Employee Injuring Three Others ,2013-01-21 00:00:00,,True,,
202369435, Employee'S Body Has Not Been Found After Falling From Bridge ,,,False,,
201408523, Bridge Project Foreman Is Killed When Bus Strikes Guardrail ,2012-09-28 00:00:00,head,True,,
202587713, Iron Worker Fractures Hip In Fall On Bridge ,2012-07-23 00:00:00,hip,False,,
202478491, Employee Fractures Ankle When Struck By Load On Crane ,2012-05-24 00:00:00,ankle,False,,
202492872, Employee Is Killed In Fall From A Bridge ,2012-05-15 00:00:00,,True,,
200999217, Employee Is Caught Between Lift Bucket And Beam And Killed ,2012-04-30 00:00:00,,True,,
170784185, Employee Suffers Fall From A Bridge ,2012-03-22 00:00:00,,False,,
202446563, Employee Amputated Thumb In Spiral Machine ,2007-06-23 00:00:00,,False,,
201088937, Employee Injures Back In Fall From Bridge ,2007-02-16 00:00:00,,False,,
201362795, Employees Are Injured By Falling Concrete ,2006-11-11 00:00:00,,False,,
201486743, Employee'S Leg Fractured When Struck By Falling Beam ,2004-08-11 00:00:00,leg,False,,
170765184, Employee Is Killed When He Falls From Elevation Into Bay ,2004-07-30 00:00:00,head,True,,
201145109, Employees Are Injured While Building Bridge Formwork ,2004-01-07 00:00:00,,False,,
201362100, Employee Falls Onto Rocks And Dies ,,head,True,,
201691078, Two Employees Are Injured When Steel Cage Bridge Collapses ,2003-10-13 00:00:00,arm,False,,
201271442, Employee Killed When Rebar Structure Collapses ,2002-04-11 00:00:00,,True,,
202327532, Two Employees Killed By Falling Load ,2001-09-10 00:00:00,,True,,
896530, Employee Falls 90 Feet From Bridge When Tie,,face,False,,
200920239, Employee Killed When Crushed By Rebar Bridge Column ,,,True,,
200630101, One Employee Killed  Two Injured In Bridge Collapse ,,,True,,
170812952, Employee'S Foot Crushed When Caught Between Metal Beams ,,,False,,
890368, Employees Injured In Fall From Aluminum Work Platform ,,,False,,
827246, Employee Killed When Crushed Between Tractor And Bridge Beam ,1990-11-25 00:00:00,,True,,
786673, Employees Unhurt In 20 Ft Fall From Steel Cage ,1990-03-06 00:00:00,,False,,
14340376, Employee Drowns After Falling From Bridge Tower ,,,False,,
14543623, Employee Killed In Fall From Bridge Pier ,,,True,,
201562691, Employee Is Struck And Killed By Truck ,2011-08-06 00:00:00,,True,,
200264133, Crane Strikes Aerial Lift  Kills One Worker At Scene ,2011-03-02 00:00:00,,False,,
200232494, Employee Falls Through Floor Opening  Receives Multiple Inju ,2010-08-26 00:00:00,"leg, head",False,,
200631729, Employee Killed In Fall While Installing Bridge Decking ,2007-09-10 00:00:00,,True,,
200052736, Employee Falls 30 Ft In Bridging Operation  Later Dies ,2006-08-15 00:00:00,head,True,,
200012391, Employee Is Struck And Killed By Truck At Construction Site ,2006-05-24 00:00:00,,True,,
202087276, Employee Is Injured When Struck By Rigging ,2005-07-26 00:00:00,head,False,,
200031862, Employee Falls From Elevation And Is Killed ,2003-07-09 00:00:00,,True,,
201271657, Employee Killed In Fall From Bridge ,,,True,,
201406428, Employee Injured In Fall When Support Beam Breaks ,2002-07-27 00:00:00,,False,,
200920676, Employee Falls To His Death After Fall Protection Fails ,2017-06-05 00:00:00,,True,,
200641934, Employee Killed In Fall From Bridge Under Construction ,2001-09-10 00:00:00,,True,,
201094125, Employee Killed In Fall From Bridge ,,,True,,
201082328, Employee'S Injured When Falsework Collapses And They Fall ,2000-01-14 00:00:00,,False,,
897702, Employee Killed In Fall When Walkway Collapses ,,head,True,,
200260479, Employee Killed In Fall When Bridge Form Collapses ,,"chest, head",True,,
201310299, Forklift Rolled Off Loading Dock Killing Operator ,1998-09-01 00:00:00,,True,,
171056401, Employee Injured In Fall When Bridge Deck Fails ,,,False,,
170787618, Employee'S Foot Injured By Falling Bridge Support Beam ,1997-08-08 00:00:00,"leg, chest",False,,
200626174, Employee Is Struck By Falling Object And Is Killed ,2011-05-24 00:00:00,,True,,
171062425, Employee'S Foot Injured While Bridging ,2002-04-30 00:00:00,,False,,
200880649, Employee Asphyxiated After Being Engulfed Inside Storage Bin ,2002-03-15 00:00:00,,False,,
200740405, Employee'S Arm Severed When Caught In Grain Auger ,,"arch, arm, head",False,,
200460244, Employee'S Legs Amputated By Rock Crusher ,,"leg, knee, head",False,,
200640811, Employee Killed When Buried By Cottonseed Hulls ,,,True,,
845610, Employee Suffocates After Falling Into Sand Hopper ,,,False,,
170358147, Employees Fall Into Air Pocket In Salt Hopper  One Dies ,1994-05-09 00:00:00,,True,,
787929, Employee Severely Burned During Sawdust Explosion ,1994-02-08 00:00:00,,False,,
787515, Employee Suffocated By Grass Seed ,,,False,,
170220933, Employee Killed When Engulfed In Soybeans ,1993-06-16 00:00:00,,True,,
14419592, Employee Buried And Suffocated By Grain ,,,False,,
597617, One Employee Killed  Others Injured When Burned ,1992-09-03 00:00:00,knee,True,,
597153, Employee Dies After Leg Amputated By Auger ,,"leg, knee",True,,
14528160, Employee Found Dead In Grain Bin ,1990-12-11 00:00:00,,True,,
170245567, Employee Killed When Suffocated In Grain Feed Bin ,,,True,,
521682, Employee Asphyxiated And Killed In Pet Food Bin ,,,True,,
14219315, Employee Bleeds To Death In Hopper ,,arm,True,,
201992740, Employee'S Spine Is Fractured In Fall From Elevated Level ,2006-12-21 00:00:00,chest,False,,
201482015, Employee Struck By Bar Joist ,1998-12-09 00:00:00,,False,,
170716583, Employee Injured When Struck By Steel Bridging ,1996-08-23 00:00:00,ankle,False,,
14349401, Employee Suffocated In Soybean Bin ,,,False,,
202614251, Employee Is Injured In Yarder Overturn ,2012-02-07 00:00:00,,False,,
201272952, Employee Is Killed When Crushed By Falling Dump Truck Bed ,2009-08-03 00:00:00,,True,,
200271872, Employee Is Struck By Broken Boom And Dies ,2008-07-23 00:00:00,,True,,
202499448, Employee Injured In Fall When Scaffold Cable Snaps ,2007-11-08 00:00:00,,False,,
200676872, Employee Killed In Fall Over Side Of High Rise ,2007-07-13 00:00:00,,True,,
201344496, Two Employees Killed In Fall When Gondola Cable Breaks ,2007-07-10 00:00:00,,True,,
200624047, Employee Is Killed When Crane Cable Fails And Releases Load ,2006-10-05 00:00:00,,True,,
201353141, Employee Killed In Fall From Hoist Line On Communication Tow ,2006-06-25 00:00:00,,True,,
201059292, Employee Dies After Being Struck By Broken Cable ,2005-01-07 00:00:00,head,True,,
201953957, Employee Injured In Fall When Ejected From Truck Bucket ,2004-09-22 00:00:00,,False,,
201390796, Employee Struck In The Head And Killed By Crane Cables ,2004-06-22 00:00:00,head,True,,
201104429, Employee Sustains Partial Amputation Of Fingers ,2003-09-04 00:00:00,finger,False,,
201510161, Employee Receives Injuries When Struck By Cable ,2003-08-19 00:00:00,"jaw, face",False,,
200602175, Employee Is Killed When Struck By Falling Hydraulic Cylinder ,2002-08-12 00:00:00,,True,,
201922598, Two Employees Killed In Oil Derrick Collapse ,2002-08-07 00:00:00,,True,,
201856291, Two Employees Are Killed In Fall When Scaffold Cable Broke ,2002-06-18 00:00:00,,True,,
201953130, Employee Suffered Face Injury From A Broken Cable ,2002-02-25 00:00:00,"face, head",False,,
202556551, Machine Operator Is Injured While Removing Piles ,2013-03-13 00:00:00,,False,,
200376192, Chain Breaks  Container Falls And Kills Worker ,2012-09-01 00:00:00,,False,,
202492559, Employee Fractures Leg While Loading Crane On Trailer ,2017-10-04 00:00:00,leg,False,,
200356764, Two Employees Are Killed When Struck By Steel Sheet ,2008-01-15 00:00:00,,True,,
200783900, Employee Is Shocked By Energized Fixture  Later Dies ,2006-07-26 00:00:00,,True,,
200921963, Employee Is Killed By Falling Concrete Block ,2005-02-18 00:00:00,,True,,
200373058, Employee Is Killed After Being Struck By A Rolling Object ,2004-05-11 00:00:00,,True,,
201174943, Employee Receives Injuries When Struck By Broken Chain ,2003-12-17 00:00:00,"face, head",False,,
200331270, Employee Killed When Lifting Chain Broke ,2003-04-30 00:00:00,,True,,
200800811, Employee Injured Due To Failed Steel Sling ,2003-03-08 00:00:00,head,False,,
201172145, Employee'S Jaw Fractured When Struck By Flying Chain ,2002-09-26 00:00:00,"jaw, face",False,,
201172228, Employee Is Injured When Struck By Winch Chain ,2002-08-20 00:00:00,forehead,False,,
200022069, Employee Killed When Struck By Falling Load ,,head,True,,
201161460, Employee Is Killed When Sling Breaks And Load Falls On Him ,2000-01-11 00:00:00,,True,,
200964369, Employee'S Legs  Crushed By Concrete Block ,,"face, leg",False,,
200710481, Employee Killed When Crushed By Falling Forklift Carriage ,,,True,,
170787477, Employee'S Knee Fractured When Struck By Flying Equipment ,,"leg, knee",False,,
170846299, Employee Killed When Struck By Swinging Trash Box ,1997-02-15 00:00:00,"chest, head",True,,
170864094, Employee Injured When Struck By Flying End Of Chain ,1997-02-13 00:00:00,"face, forehead",False,,
171038086, Employee Killed When Crushed By Falling Flail ,,,True,,
202691838, Crt Tube Breaks And Lacerates Worker'S Wrist ,2013-08-02 00:00:00,,False,,
201024635, Employee Is Killed By Falling Glass Sheets ,2013-04-19 00:00:00,,True,,
202554986, Worker Cuts Face When Piece Of Glass He Was Moving Breaks ,2012-08-29 00:00:00,face,False,,
201077542, Employee Falls From Ladder After Receiving Electric Shock ,2011-10-16 00:00:00,,False,,
202508651, Employee Is Struck By Broken Glass And Lacerates Wrist ,2011-09-12 00:00:00,,False,,
202552972, Employee'S Arm Caught In Conveyor ,2010-12-06 00:00:00,arm,False,,
201639770, Employee'S Foot Is Struck By Falling Glass  Suffers Injuries ,2010-12-01 00:00:00,,False,,
201639341, Employee Suffers Serious Injury Falling From Ladder ,,,False,,
201075140, Broken Glass Punctures Worker'S Leg ,2009-12-31 00:00:00,leg,False,,
200625572, Employee Is Killed When Struck By Shattered Glass Fragment ,2009-12-22 00:00:00,,True,,
170839864, Employee Lacerates Wrist In Fall Through Greenhouse Roof ,2007-11-09 00:00:00,,False,,
201039856, Employee'S Arm Lacerated By Shattered Glass ,2007-08-08 00:00:00,"arm, forearm",False,,
202526596, Employee'S Arm Lacerated When Struck By Falling Glass ,2007-08-03 00:00:00,"forearm, arm, finger",False,,
201636651, Employee'S Arm Lacerated By Broken Glass ,2007-03-20 00:00:00,"arm, forearm",False,,
201070489, Employee'S Arm Is Lacerated By Glass ,2006-10-19 00:00:00,arm,False,,
171044191, Employee Fractures Ankle In Fall From Ladder ,2006-10-06 00:00:00,ankle,False,,
201488376, Employee Is Injured By Broken Vase ,2006-03-10 00:00:00,,False,,
201858396, Employee Is Killed By Broken Glass ,2005-12-08 00:00:00,,True,,
202554507, Employee Falls From Scaffold  Punctures Lung  Fractures Ribs ,2012-05-19 00:00:00,,False,,
201763984, Employee Is Killed When Struck By Falling Tank ,2011-09-17 00:00:00,,True,,
200212876, Employee Is Struck And Killed By Falling Drilling Rig Track ,2010-11-27 00:00:00,,True,,
200358000, Worker Injured When Broken Weld Causes Platform To Collapse ,2009-10-03 00:00:00,,False,,
200357994, Worker Injured When Broken Weld Causes Platform To Collapse ,2009-10-03 00:00:00,,False,,
201345113, Employee Falls From Aerial Lift  Later Dies ,2009-07-28 00:00:00,,True,,
202088951, Employee Is Injured In Fall From Elevated Platform ,2009-05-12 00:00:00,,False,,
200713485, Employee Is Killed After Being Struck By Beam And Falling ,2008-07-11 00:00:00,head,True,,
200514560, Employee Killed In Fall When Stairway Railing Fails ,2007-11-07 00:00:00,"head, leg",True,,
200823698, Employee Injured In Fall Down Stairs During Installation Con ,2007-10-10 00:00:00,arm,False,,
200212215, Employee Killed In Fall When Catwalk Collapses ,2007-08-06 00:00:00,,True,,
202442059, Employee Suffers Multiple Injuries In Fall From Ladder ,2005-08-06 00:00:00,,False,,
200354843, Employee'S Arm Crushed By Falling Pipe ,2005-05-12 00:00:00,arm,False,,
201104874, Employee Falls From Ladder ,2003-11-29 00:00:00,leg,False,,
201172483, Employee Is Killed When Crushed By Falling Ripper Shank ,2002-09-24 00:00:00,,True,,
200674000, Employee Is Killed When Lift Bucket Drops To Ground ,2002-09-16 00:00:00,,True,,
200772135, Employee Is Injured In Fall While Walking On Steel Beam ,2002-09-13 00:00:00,,False,,
201281425, Three Employees Are Killed When Outdoor Sign Collapses ,2002-08-01 00:00:00,head,True,,
171059942, Employee Injured In Fall When Bracing Fails ,2000-10-17 00:00:00,,False,,
14371843, Chemical Reaction; Irritating Chemical Released ,,,False,,
202252441, Employee Suffers Multiple Fractures In Fall From Roof ,2012-09-21 00:00:00,"elbow, head",False,,
202522835, Employee Is Struck By Front,2012-09-20 00:00:00,,False,,
200264026, Employee Dies From Electric Shock ,2010-11-11 00:00:00,,True,,
201692852, Employee Fractures Foot When Bale Falls ,1500-10-08 00:00:00,ankle,False,,
202498085, Employee Fall From Roof And Sustains Multiple Fractures ,,ankle,False,,
201798600, Employee Injured When Forklift Tips Forward ,2004-08-19 00:00:00,,False,,
202353942, Foreman Is Injured In Fall ,2004-04-22 00:00:00,ankle,False,,
201066610, Employee Injured When Foot Run Over By Street Sweeper ,2003-07-05 00:00:00,leg,False,,
201632486, Employee Injured By Fall When Tripped Over Broom Handle ,2002-01-21 00:00:00,,False,,
201170594, Employee Injured When Struck By A Forklift ,1997-12-23 00:00:00,"leg, knee",False,,
200620052, Employee Killed In Fall From Runaway Power Broom ,,,True,,
568584, Employee Dies After Being Impaled By Broom Handle ,,hip,True,,
14471494, Employee Killed In Fall Into Elevator Shaft ,1990-01-03 00:00:00,,True,,
818187, Employee Falls From Roof And Is Killed ,,head,True,,
674093, Skin Reaction From Chemical Exposure ,,,False,,
14538367, Electric Shock ,,,False,,
722033, Fall Of Materials ,1987-03-17 00:00:00,chest,False,,
202510103, Employee Is Pinned Between Driver'S Car Door And Chipper ,2013-09-27 00:00:00,leg,False,,
202509824, Groundskeeper Amputates Finger On Wood Chipper ,2013-04-03 00:00:00,finger,False,,
200626737, Employee Is Struck In The Head By Hood Guard  Later Dies ,2012-11-30 00:00:00,head,True,,
201523909, Employee Suffers Concussion When Struck By Machine ,2011-07-11 00:00:00,"face, head",False,,
202586202, Employee Amputates Finger In Tractor Power Take,2009-06-08 00:00:00,finger,False,,
201942737, Employee Is Killed In A Brush Chipper ,2008-12-18 00:00:00,"arm, head",True,,
200643526, Employee Is Killed When Struck By Brush Hog ,2006-07-26 00:00:00,,True,,
200993871, Tree Chipper Operator Dies From Heart Attack ,2005-10-04 00:00:00,head,True,,
202345328, Employee Pulled Into Chipper And Killed ,2005-07-06 00:00:00,,True,,
202314316, Employee Killed When Operating Chipper Machine ,2004-11-07 00:00:00,,True,,
202344495, Employee Is Killed While Operating Wood Chipper ,2004-04-29 00:00:00,,True,,
201172582, Employee Injured When Struck By Limb From Tree Being Trimmed ,2002-10-22 00:00:00,,False,,
200771988, Employee Injures Arm When Caught In Wood Chipper ,2002-05-24 00:00:00,"arm, elbow",False,,
201113651, Employee'S Leg Struck By Chainsaw ,,"face, calf, leg",False,,
201063799, Employee Suffers Amputation Of Fingers ,2001-05-21 00:00:00,finger,False,,
200750495, Employee Killed When Struck By Falling Tree ,2000-03-28 00:00:00,head,True,,
201062866, Employee Injured When Hand Caught In Shredder ,2000-02-10 00:00:00,finger,False,,
201520467, Employee Struck And Killed By A Falling Tree ,1999-02-15 00:00:00,head,True,,
202289146, Employee Killed When Caught By Chipper ,,arm,True,,
202311536, Employee Killed When Hit In Head By Piece Of Metal ,,head,True,,
202318044, Mechanic Amputates Finger On Bucket Elevator Chain ,2012-12-14 00:00:00,finger,False,,
200999324, Employee Is Killed When Thrown From Hydraulic Piston Bucket ,2012-07-25 00:00:00,,True,,
200922920, Owner Is Struck And Killed When Loader/Excavator Fails ,2012-06-19 00:00:00,head,True,,
202629432, Employee Is Fatally Crushed By Backhoe ,2011-06-23 00:00:00,,True,,
201345550, Employee Is Injured When Elevator Leg Collapses ,2010-11-12 00:00:00,leg,False,,
202489977, Employee Amputates Fingertip When Caught In Nip Point ,2009-09-30 00:00:00,finger,False,,
200203230, Employee Is Killed In Fall From Truck Bucket ,2008-11-07 00:00:00,head,True,,
202560546, Employee'S Leg And Hip Are Fractured By Excavator ,2008-10-16 00:00:00,"leg, hip",False,,
201344777, Employee Dies After Falling From Bucket Elevator ,2008-09-10 00:00:00,leg,True,,
201072311, Employee Suffers Multiple Injuries From Electric Shock ,2007-10-20 00:00:00,,False,,
200774529, Employee Contact Electric Power Source And Receives Burns ,2006-03-14 00:00:00,,False,,
202461562, Employee Is Killed When Struck By Skid Steer Loader ,2006-02-09 00:00:00,chest,True,,
200901742, Employee Is Killed When Caught Between Loader And Assembly ,2006-02-08 00:00:00,chest,True,,
201352895, Employee Is Killed When Tree Crushed Cab Of Excavator ,2005-11-21 00:00:00,"arm, head",True,,
200023125, Employee Is Killed When He Falls From A Bucket Truck ,2005-11-21 00:00:00,,True,,
202462644, Employee'S Fingers Are Amputated By Unguarded Moving Chain ,2005-10-14 00:00:00,finger,False,,
202004602, Employee Is Killed When Crushed In Skid Steer Loader ,2005-03-31 00:00:00,"arm, chest",True,,
200901619, Employee Dies In Fall From Bucket Of Truck Lift ,2005-03-30 00:00:00,,True,,
202354593, Employee Is Killed When Struck By Excavator Bucket ,2005-03-18 00:00:00,"face, head",True,,
201176765, Employee'S Forearm Is Amputated By Power Line ,2005-03-03 00:00:00,forearm,False,,
170784771, Employee Fractures Leg  While Bucking And Felling A Tree ,2013-07-08 00:00:00,leg,False,,
202492476, Employee Falls Between Logs And Is Fatally Crushed ,2012-01-26 00:00:00,leg,True,,
201638582, Employee Is Struck By A Tree And Receives A Fracture ,2009-05-16 00:00:00,"chest, head",False,,
201637691, Employee Is Injured When Struck And Pinned By Tree ,2008-03-31 00:00:00,,False,,
201637709, Employee'S Leg Is Fractured While Bucking Logs ,2008-03-24 00:00:00,leg,False,,
202485991, Employee Is Injured In Fall While Cutting Timber ,2007-11-29 00:00:00,,False,,
200231793, Employee Is Killed When Struck By Tree Dropped By Loader ,2006-07-03 00:00:00,head,True,,
201203254, Employee Is Injured When Rolled Over By Log ,2006-05-19 00:00:00,"leg, face",False,,
200373306, Employee Is Killed When Struck By A Flying Object ,2005-01-25 00:00:00,,True,,
170838015, Employee Injured While Cutting Log ,,leg,False,,
200525574, Employee'S Thumb Amputated When Caught Between Bar And Bolt ,2002-06-19 00:00:00,,False,,
201201423, Crawler Tractor Opreator Struck By Crawler Blade ,2001-04-06 00:00:00,,False,,
200621191, Employee Killed When Struck By Falling Tree Top ,,head,True,,
201620481, Worker Injuried By Fall ,2000-09-15 00:00:00,face,False,,
170843924, Employee Killed When Struck By Log During Bucking ,,head,True,,
201101078, Employee'S Leg Injured When Felling Trees ,1999-03-05 00:00:00,leg,False,,
201610862, Employee Killed By A Rolling Root Wad ,1998-11-15 00:00:00,,True,,
300210739, Employee Killed When Bucking Tree ,1998-09-08 00:00:00,,True,,
200260230, Employee Killed When Struck By Falling Tree ,1997-08-12 00:00:00,chest,True,,
170133383, Employee Killed When Struck By Falling Tree ,1997-07-11 00:00:00,,True,,
201498532, Employees Suffers Face And Lung Exposure To Carbon Monoxide ,,face,False,,
201129988, Employee Falls From Second,2013-08-30 00:00:00,leg,False,,
201045051, Employee Falls From Building  Later Dies ,2013-08-20 00:00:00,head,True,,
202720215, Employee Fractures Back  Eye Socket When Zip,2013-07-03 00:00:00,,False,,
202556189, Worker Is Killed In Fall From Ladder ,2013-05-15 00:00:00,,True,,
202674123, Employee Punctures Finger With Nail Gun ,2013-04-09 00:00:00,finger,False,,
202544789, Employee Fractures Leg In Fall From A Ladder ,2013-02-11 00:00:00,leg,False,,
202555975, Employee Sustains Chemical Burn On Foot From Spill ,2012-12-29 00:00:00,,True,,
202081766, Employee Falls From An Elevator  Later Dies ,2012-11-29 00:00:00,head,True,,
202649232, Construction Worker Is Killed In Fall From Ladder ,2012-10-27 00:00:00,,True,,
202614673, Residential Siding Installer Is Killed In Fall From Ladder ,2012-10-25 00:00:00,,True,,
202522967, Carpenter Sawing Rafter Is Injured When Rafter Slips ,2012-10-02 00:00:00,,False,,
202673067, Employee Suffers Abrasions In Fall From Scaffold ,2012-08-12 00:00:00,,False,,
202493243, Employee Is Injured In Fall From A,2012-07-06 00:00:00,face,False,,
201186293, Employee Is Injured In Slip And Fall From Roof ,2012-05-16 00:00:00,,False,,
200922904, Employee Dies From Unrelated Work Illness ,2012-03-14 00:00:00,"arm, leg, ankle, knee",True,,
200626463, Employee Struck By And Killed By Delivery Truck ,2013-03-13 00:00:00,,True,,
200604882, One Employee Is Killed  One Is Injured In Building Collapse ,2011-07-27 00:00:00,,True,,
200813152, Employee Loading Salt Is Killed In Collapse Of Silo ,2011-02-02 00:00:00,,True,,
202089280, Falling Concrete Roof Panels Kill One  Injure Two ,2010-07-07 00:00:00,,False,,
201185014, Worker Fractures Back In Fall From Temporary Platform ,2009-10-12 00:00:00,,False,,
202342382, Employee Is Injured In Fall When Building Collapses ,2009-07-28 00:00:00,,False,,
200374767, Two Employees Are Injured When Building Structure Collapses ,2009-05-21 00:00:00,,False,,
200340768, Two Employees Are Injured In Chemical Plant Explosion ,2008-03-18 00:00:00,,False,,
200263382, Employee Dies After Fall When Building Collapses ,2007-09-24 00:00:00,,True,,
200624120, One Is Killed And Another Is Injured When Building Collapses ,2007-01-26 00:00:00,head,True,,
202341699, Employee Is Killed By Falling Debris In Building Collapse ,,,True,,
200631430, Employee Killed When Struck By Falling Steel Beam ,2006-10-12 00:00:00,head,True,,
201923950, Demolition Worker Is Killed When Structure Collapses ,2006-10-09 00:00:00,head,True,,
202358891, Employee Sustains Fractures And Burns In Collapse Of Kiln ,2006-05-06 00:00:00,"forearm, arm, chest",False,,
201799996, Employee'S Knee Is Fractured When Truck Knocks Down Building ,2005-11-22 00:00:00,"leg, knee",False,,
200530103, Employee Is Killed In Wall Collapse ,2005-10-17 00:00:00,,True,,
201042447, Employees Are Injured In Collapse While Pouring Concrete ,2005-10-17 00:00:00,,False,,
200712602, Employee Is Killed When Building Walls Collapse On Him ,2005-08-28 00:00:00,,True,,
202004594, Staircase Collapses Killing Employee ,2005-02-16 00:00:00,head,True,,
201953841, Third Floor Of Building Collapses ,1860-10-08 00:00:00,,False,,
200032126, Two Employees Injured When Trusses Collapsed ,2003-11-11 00:00:00,leg,False,,
202588588, Employee Is Killed When Pickup Truck Plunges Into Water ,2013-05-17 00:00:00,,True,,
202521464, Employee Is Injured When Attacked By Bull ,2011-03-22 00:00:00,chest,False,,
170627210, Employee Injured When Injured By Cow ,2010-12-04 00:00:00,leg,False,,
202520854, Employee Is Injured When Struck By Bull ,2012-10-16 00:00:00,,False,,
201639564, Farm Worker Is Injured When Attacked By Bull ,,,False,,
201863032, Employee Is Trampled By Bull And Is Killed ,2010-03-23 00:00:00,,True,,
200514933, Employee Is Killed When Knocked To Ground By Bull ,2009-10-25 00:00:00,head,True,,
201491115, Employee Is Killed When Bull Tramples ,2008-09-14 00:00:00,,True,,
201490372, Employee Injured In Fall When Cow Knocks Over Ladder ,2008-02-14 00:00:00,head,False,,
202485652, Employee'S Lung Punctured When Horse Rolls Over Him ,2007-09-27 00:00:00,,False,,
201088762, Employee Is Injured When Rammed By Bull ,2006-10-23 00:00:00,,False,,
201070513, Employee Is Attacked By Bull  Suffers Unspecified Fractures ,2006-09-21 00:00:00,head,False,,
202464186, Employee Fractures Hip In Fall Into Catch Basin ,2006-09-11 00:00:00,hip,False,,
200541290, Employee Is Killed When Rammed By A Bull ,2005-07-31 00:00:00,chest,True,,
201059821, Employee'S Fingers Crushed In Punch Press ,2005-06-28 00:00:00,finger,False,,
201105236, Employee Is Injured When Slammed Into Fence By Bull ,2004-08-25 00:00:00,,False,,
201085578, Employee Is Injured In Bull Attack ,2004-05-18 00:00:00,"arm, leg",False,,
200741270, Employee Killed By Bull ,2002-11-04 00:00:00,calf,True,,
170763254, Employee Fractured Pelvis When Attacked By A Bull ,2002-10-15 00:00:00,,False,,
202674933, Employee Fractures Wrist When Bulldozer Rolls Down Hillside ,2013-06-11 00:00:00,knee,False,,
200535508, Employee Is Crushed When Dozer Rolls Over And Killed ,2012-12-11 00:00:00,,True,,
202081691, Employee Injured In Bulldozer Accident ,,,False,,
